MS SubClass,MS Zoning,Lot Frontage,Lot Area,Lot Shape,Land Contour,Lot Config,Condition 1,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Exterior 1st,Exterior 2nd,Exter Qual,Exter Cond,Foundation,Bsmt Cond,Total Bsmt SF,Heating QC,Central Air,2nd Flr SF,Gr Liv Area,Bsmt Full Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen Qual,TotRms AbvGrd,Fireplaces,Garage Type,Garage Finish,Garage Area,Garage Qual,Wood Deck SF,Open Porch SF,SalePrice
50,RL,69.22459016393442,7010,Reg,Lvl,Inside,Norm,1Fam,1.5Fin,5,5,1935,1950,Gable,Wd Sdng,Wd Sdng,TA,TA,BrkTil,TA,1024.0,TA,Y,594,1738,0.0,2,0,3,TA,6,1,Detchd,Unf,240.0,TA,0,30,153.0
50,RM,50.0,5000,Reg,Lvl,Inside,Feedr,1Fam,1.5Fin,5,7,1941,2006,Gable,Wd Sdng,Wd Sdng,TA,Gd,CBlock,TA,672.0,Ex,Y,378,1210,0.0,1,0,3,Gd,6,0,Detchd,Unf,240.0,TA,0,0,124.0
70,RM,59.0,5870,Reg,Lvl,Corner,Feedr,1Fam,2Story,6,9,1900,2000,Gable,HdBoard,HdBoard,TA,Gd,BrkTil,TA,554.0,Ex,Y,554,1290,0.0,1,1,3,TA,6,0,Detchd,Unf,200.0,Fa,38,112,106.9
50,RM,50.0,6000,Reg,Lvl,Inside,Norm,1Fam,1.5Fin,6,7,1940,1989,Gable,Wd Sdng,Wd Sdng,TA,TA,CBlock,TA,981.0,Ex,Y,658,1672,0.0,1,1,3,Gd,6,1,Detchd,Unf,240.0,TA,0,11,164.9
50,RM,50.0,6000,Reg,Lvl,Inside,Norm,1Fam,1.5Fin,6,7,1937,2000,Gable,Wd Sdng,Wd Sdng,TA,Gd,BrkTil,TA,825.0,Ex,Y,672,1497,0.0,2,0,3,TA,5,0,Detchd,Unf,672.0,TA,272,0,157.0
30,RM,69.22459016393442,6120,Reg,Lvl,Inside,Norm,1Fam,1Story,5,6,1945,1995,Gable,Plywood,Plywood,TA,Gd,CBlock,,0.0,Gd,N,0,808,0.0,1,0,1,TA,6,0,Attchd,Unf,164.0,TA,0,48,81.3
50,RM,52.0,6240,Reg,Lvl,Inside,Norm,1Fam,1.5Fin,5,7,1930,1992,Gable,MetalSd,MetalSd,TA,TA,PConc,TA,1078.0,TA,Y,445,1573,0.0,2,0,3,TA,8,1,Detchd,Unf,360.0,TA,0,0,162.9
50,RM,52.0,6240,Reg,Lvl,Inside,Norm,1Fam,1.5Fin,7,5,1939,1950,Gable,Wd Sdng,Wd Sdng,TA,TA,BrkTil,TA,989.0,TA,Y,764,2009,0.0,2,0,4,TA,7,1,Detchd,Unf,400.0,TA,0,20,150.0
50,RM,50.0,8635,Reg,Lvl,Inside,Norm,1Fam,1.5Fin,5,5,1948,2001,Gable,Wd Sdng,Wd Sdng,TA,TA,CBlock,TA,672.0,TA,Y,213,1285,1.0,1,0,2,TA,6,0,Detchd,Unf,240.0,TA,0,0,127.0
50,RL,60.0,9120,Reg,Lvl,Inside,Norm,1Fam,1.5Fin,7,6,1925,1950,Gable,Wd Sdng,Wd Sdng,TA,Gd,PConc,TA,1026.0,Ex,Y,687,1820,1.0,2,0,4,TA,8,0,Detchd,Unf,240.0,TA,0,100,184.0
50,RL,60.0,9144,Reg,Lvl,Inside,Norm,1Fam,1.5Fin,6,4,1915,2004,Gable,VinylSd,VinylSd,TA,Gd,BrkTil,TA,810.0,Ex,Y,546,1716,0.0,2,0,4,Gd,8,0,Detchd,Unf,672.0,TA,0,195,162.5
50,RL,69.22459016393442,9144,Reg,Lvl,Inside,Norm,1Fam,1.5Fin,5,5,1940,1982,Gable,MetalSd,MetalSd,TA,TA,CBlock,TA,883.0,Gd,Y,517,1505,1.0,1,0,3,TA,8,0,Detchd,Unf,240.0,TA,0,0,145.0
70,RM,69.22459016393442,5100,Reg,Lvl,Inside,Norm,1Fam,2Story,8,7,1925,1996,Hip,Stucco,Wd Shng,TA,Gd,PConc,TA,588.0,Fa,Y,833,1666,0.0,1,0,3,Gd,7,1,Detchd,Unf,228.0,TA,192,63,161.0
50,RM,63.0,4347,Reg,Lvl,Inside,Norm,1Fam,1.5Fin,6,8,1910,1950,Gambrel,MetalSd,MetalSd,Gd,TA,BrkTil,Gd,796.0,Ex,Y,784,1609,0.0,1,0,3,TA,7,0,Detchd,Unf,228.0,Fa,0,182,127.5
30,RM,60.0,7200,Reg,Lvl,Corner,Norm,1Fam,1Story,6,7,1925,1992,Gable,VinylSd,VinylSd,TA,TA,CBlock,TA,1040.0,Gd,Y,0,1040,0.0,1,0,2,TA,5,0,Detchd,Unf,320.0,TA,0,132,127.5
50,RM,62.0,7006,Reg,Lvl,Inside,Norm,1Fam,1.5Fin,6,6,1925,1950,Gable,Stucco,Stucco,TA,TA,PConc,TA,768.0,TA,Y,448,1236,1.0,2,0,3,TA,6,1,Detchd,Unf,384.0,TA,0,0,127.0
50,RM,69.22459016393442,7920,IR1,Lvl,Inside,Artery,1Fam,1.5Fin,6,7,1920,1950,Gable,MetalSd,MetalSd,TA,Fa,CBlock,TA,319.0,TA,Y,371,1406,0.0,1,0,3,Fa,6,0,,,0.0,,0,144,89.5
20,RM,49.0,8235,IR1,HLS,Inside,Feedr,1Fam,1Story,5,7,1955,1995,Gable,MetalSd,MetalSd,TA,Gd,CBlock,TA,825.0,TA,Y,0,825,1.0,1,0,2,TA,4,0,Detchd,RFn,720.0,TA,140,50,125.0
50,RM,60.0,5586,IR1,Bnk,Inside,Feedr,1Fam,1.5Fin,6,7,1920,1998,Gable,MetalSd,MetalSd,TA,TA,BrkTil,TA,901.0,Gd,Y,110,1198,0.0,1,0,4,TA,7,0,,,0.0,,0,98,79.9
30,RM,60.0,10320,Reg,Lvl,Inside,RRNe,1Fam,1Story,5,8,1912,1991,Gable,Wd Sdng,Wd Sdng,TA,TA,BrkTil,TA,451.0,TA,Y,0,759,0.0,1,0,1,TA,5,0,Detchd,Unf,576.0,TA,40,0,85.0
20,RL,55.0,8250,Reg,Lvl,Inside,Feedr,1Fam,1Story,5,5,1968,1968,Hip,HdBoard,HdBoard,TA,TA,CBlock,TA,952.0,Ex,Y,0,1211,0.0,1,0,3,TA,5,1,Attchd,Unf,322.0,TA,0,63,134.0
50,RL,80.0,17120,Reg,Lvl,Inside,Feedr,1Fam,1.5Fin,4,4,1959,1959,Gable,WdShing,Plywood,TA,TA,CBlock,,0.0,TA,Y,468,1588,0.0,2,0,4,TA,7,1,Detchd,Fin,680.0,TA,0,59,134.432
20,RL,70.0,11200,Reg,Lvl,Inside,Norm,1Fam,1Story,5,5,1965,1965,Hip,HdBoard,HdBoard,TA,TA,CBlock,TA,1040.0,Ex,Y,0,1040,1.0,1,0,3,TA,5,0,Detchd,Unf,384.0,TA,0,0,129.5
80,RL,80.0,13014,Reg,Lvl,Inside,Norm,1Fam,SLvl,6,5,1978,1978,Gable,HdBoard,Plywood,TA,TA,CBlock,TA,1008.0,TA,Y,0,1096,1.0,1,0,3,TA,6,1,Attchd,Unf,484.0,TA,168,0,157.5
20,RL,69.22459016393442,7162,IR1,Lvl,Inside,Norm,1Fam,1Story,5,7,1966,1966,Gable,HdBoard,HdBoard,TA,TA,PConc,TA,876.0,TA,Y,0,904,0.0,1,0,3,TA,6,0,Attchd,Unf,408.0,TA,0,0,109.9
20,RL,68.0,10265,IR1,Lvl,Inside,Norm,1Fam,1Story,5,7,1967,2005,Gable,HdBoard,HdBoard,TA,Fa,CBlock,TA,992.0,Ex,Y,0,992,1.0,1,0,3,Gd,6,0,Attchd,RFn,294.0,TA,204,0,145.0
20,RL,57.0,9764,IR1,Lvl,FR2,Feedr,1Fam,1Story,5,7,1967,2003,Gable,VinylSd,VinylSd,TA,TA,CBlock,TA,894.0,Ex,Y,0,894,1.0,1,0,3,Gd,5,0,Attchd,RFn,450.0,TA,0,0,130.0
20,RL,69.22459016393442,9981,IR1,Lvl,Corner,Norm,1Fam,1Story,5,5,1967,1967,Gable,MetalSd,MetalSd,TA,TA,CBlock,TA,1073.0,Gd,Y,0,1073,0.0,1,0,3,TA,6,0,Attchd,RFn,270.0,TA,0,90,120.0
85,RL,69.22459016393442,7400,IR1,Lvl,CulDSac,Norm,1Fam,SFoyer,5,5,1984,1984,Gable,VinylSd,VinylSd,TA,TA,PConc,TA,1060.0,TA,Y,0,1126,1.0,1,0,2,TA,5,0,Attchd,Unf,506.0,TA,178,0,152.0
20,RL,69.22459016393442,9000,Reg,Lvl,Inside,Norm,1Fam,1Story,5,3,1959,1959,Gable,Wd Sdng,Plywood,TA,TA,CBlock,TA,1006.0,TA,Y,0,1006,0.0,1,0,3,TA,5,0,,,0.0,,0,24,80.0
20,RL,69.22459016393442,8544,IR1,Lvl,CulDSac,Norm,1Fam,1Story,5,6,1966,2006,Gable,HdBoard,HdBoard,TA,TA,CBlock,TA,1228.0,Gd,Y,0,1228,0.0,1,1,3,Gd,6,0,Attchd,Unf,271.0,TA,0,65,149.35
20,RL,94.0,9239,Reg,Lvl,Inside,Feedr,1Fam,1Story,5,8,1963,2003,Gable,VinylSd,VinylSd,TA,Gd,CBlock,TA,960.0,Ex,Y,0,960,1.0,1,0,3,Gd,6,0,Attchd,Fin,300.0,TA,168,0,144.9
20,RL,69.22459016393442,13284,Reg,Lvl,Inside,PosN,1Fam,1Story,5,5,1954,1954,Gable,Wd Sdng,Plywood,TA,TA,PConc,TA,1383.0,TA,Y,0,1383,1.0,1,0,3,TA,6,1,Attchd,Unf,354.0,TA,511,116,165.0
20,RL,69.22459016393442,13500,Reg,Lvl,Inside,Norm,1Fam,1Story,6,7,1960,1975,Flat,BrkFace,Plywood,TA,TA,CBlock,TA,1602.0,Gd,Y,0,1252,1.0,1,0,1,TA,4,1,Attchd,RFn,564.0,TA,409,0,235.0
30,RL,60.0,10200,Reg,Lvl,Inside,Norm,1Fam,1Story,5,8,1940,1997,Gable,Wd Sdng,Wd Sdng,TA,TA,PConc,TA,672.0,Ex,Y,0,672,0.0,1,0,2,TA,4,0,Detchd,Unf,240.0,TA,168,0,108.0
190,RL,69.22459016393442,10532,Reg,Lvl,Corner,Norm,1Fam,1Story,5,3,1960,1960,Flat,Plywood,Plywood,TA,TA,CBlock,TA,988.0,Gd,Y,0,1721,1.0,2,0,3,TA,7,2,Basment,Unf,626.0,TA,50,84,145.0
50,RL,63.0,8375,Reg,Lvl,Corner,Norm,1Fam,1.5Fin,5,7,1941,1973,Gable,Wd Sdng,Wd Sdng,TA,TA,BrkTil,TA,576.0,Gd,Y,486,1350,1.0,1,1,2,Gd,6,0,2Types,Unf,627.0,TA,0,0,152.4
80,RL,69.22459016393442,10200,Reg,Lvl,Inside,Norm,1Fam,SLvl,5,8,1970,1970,Hip,HdBoard,HdBoard,TA,Gd,PConc,TA,864.0,Ex,Y,0,904,0.0,1,0,3,Gd,5,0,2Types,Unf,912.0,TA,143,0,144.0
120,RL,69.22459016393442,2887,Reg,HLS,Inside,Norm,1Fam,1Story,6,5,1996,1997,Gable,Wd Sdng,Wd Sdng,TA,TA,PConc,TA,1291.0,Ex,Y,0,1291,1.0,1,0,2,Gd,6,1,Attchd,Unf,431.0,TA,307,0,173.0
60,RL,83.0,10005,Reg,Lvl,Inside,Norm,1Fam,2Story,7,5,1977,1977,Hip,Plywood,Plywood,TA,TA,CBlock,TA,1160.0,Ex,Y,866,2022,0.0,2,1,4,TA,8,1,Attchd,Fin,505.0,TA,288,117,192.0
20,RL,82.0,20270,IR1,Lvl,CulDSac,Norm,1Fam,1Story,7,6,1979,1979,Gable,Plywood,Plywood,TA,TA,CBlock,TA,1524.0,TA,Y,0,1524,1.0,2,0,3,TA,7,2,Attchd,Fin,478.0,TA,140,0,245.0
50,RL,50.0,5190,Reg,Lvl,Inside,Norm,1Fam,1.5Fin,7,5,1948,1950,Gable,BrkFace,Plywood,TA,TA,CBlock,TA,570.0,TA,Y,462,1079,0.0,1,0,2,TA,5,1,Attchd,Unf,249.0,TA,135,0,125.6
30,RL,85.0,19550,Reg,Lvl,Inside,Norm,1Fam,1Story,5,7,1940,2007,Flat,PreCast,PreCast,TA,TA,PConc,TA,1580.0,Ex,Y,0,1518,1.0,1,0,2,Fa,5,2,,,0.0,,0,39,260.0
90,RL,50.0,9350,Reg,Lvl,Inside,Norm,Duplex,SFoyer,5,5,1975,1975,Gable,HdBoard,HdBoard,TA,TA,PConc,TA,864.0,Fa,N,0,864,1.0,1,0,2,TA,4,0,,,0.0,,0,0,99.6
60,RL,50.0,9360,Reg,Lvl,Corner,Norm,1Fam,2Story,6,8,1962,2001,Gable,VinylSd,VinylSd,Gd,TA,CBlock,TA,621.0,TA,Y,648,1269,0.0,1,1,3,TA,7,0,Detchd,Unf,280.0,TA,0,236,134.5
190,RL,68.0,10880,Reg,Lvl,Inside,Norm,2fmCon,1Story,5,5,1950,1950,Gable,MetalSd,MetalSd,TA,TA,CBlock,TA,1164.0,TA,N,0,1164,1.0,1,0,3,TA,5,0,Detchd,Unf,240.0,TA,0,48,125.0
60,RL,86.0,11839,Reg,Lvl,Inside,Norm,1Fam,2Story,7,5,1990,1990,Hip,HdBoard,HdBoard,TA,TA,PConc,TA,1475.0,Ex,Y,797,2329,1.0,2,1,4,Gd,10,1,Attchd,Unf,514.0,TA,192,121,262.28
20,RL,80.0,9938,Reg,Lvl,Inside,Norm,1Fam,1Story,7,5,1994,1994,Gable,HdBoard,HdBoard,Gd,TA,PConc,TA,1602.0,Ex,Y,0,1626,1.0,2,1,3,Gd,7,1,Attchd,RFn,534.0,TA,424,40,226.5
60,RL,69.22459016393442,14171,IR2,Lvl,CulDSac,Norm,1Fam,2Story,7,5,1993,1994,Gable,VinylSd,VinylSd,Gd,TA,PConc,TA,812.0,Ex,Y,1099,2200,0.0,2,1,4,Gd,9,1,Attchd,RFn,453.0,TA,168,98,225.0
80,RL,85.0,10541,IR1,Lvl,Corner,Norm,1Fam,SLvl,7,5,1996,1996,Gable,VinylSd,VinylSd,Gd,TA,PConc,TA,672.0,Ex,Y,735,2037,0.0,2,1,3,Gd,8,1,Attchd,Fin,472.0,TA,100,33,229.0
60,RL,65.0,10616,IR1,Lvl,Inside,Norm,1Fam,2Story,7,5,2007,2007,Gable,VinylSd,VinylSd,Gd,TA,PConc,TA,628.0,Ex,Y,728,1356,0.0,2,1,3,Gd,6,1,BuiltIn,Fin,484.0,TA,100,24,177.439
20,RL,65.0,9345,IR1,Lvl,Inside,Norm,1Fam,1Story,8,5,2007,2007,Gable,VinylSd,VinylSd,Gd,TA,PConc,TA,1615.0,Ex,Y,0,1615,0.0,2,0,3,Gd,7,1,Attchd,RFn,864.0,TA,168,30,248.5
20,RL,91.0,11778,Reg,Lvl,Inside,PosN,1Fam,1Story,9,5,2008,2008,Hip,VinylSd,VinylSd,Ex,TA,PConc,TA,1751.0,Ex,Y,0,1766,1.0,2,1,3,Ex,8,2,Attchd,Fin,874.0,TA,216,36,395.039
80,RL,69.22459016393442,11454,IR2,Lvl,Corner,Norm,1Fam,SLvl,8,5,1995,1995,Gable,VinylSd,VinylSd,Gd,TA,PConc,TA,1401.0,Ex,Y,0,1511,1.0,2,0,3,Gd,6,1,Attchd,Fin,811.0,TA,168,42,225.0
20,RL,69.22459016393442,11500,IR1,Bnk,CulDSac,Norm,1Fam,1Story,6,6,1966,1966,Flat,Plywood,Plywood,TA,TA,CBlock,Gd,1182.0,Ex,Y,0,1643,1.0,2,0,2,TA,6,1,Attchd,Unf,438.0,TA,339,0,195.0
20,RL,65.0,9750,Reg,Low,Inside,Norm,1Fam,1Story,5,7,1994,1994,Gable,VinylSd,VinylSd,TA,TA,PConc,TA,990.0,Ex,Y,0,990,1.0,1,0,3,TA,5,0,Detchd,Unf,528.0,TA,168,0,155.0
20,RL,75.0,9525,Reg,Lvl,Inside,Norm,1Fam,1Story,5,6,1995,2006,Gable,VinylSd,VinylSd,TA,TA,PConc,TA,1099.0,Ex,Y,0,1099,0.0,1,1,3,Gd,6,0,Attchd,Unf,352.0,TA,278,0,144.0
20,RL,69.22459016393442,8696,IR1,Lvl,Inside,Norm,1Fam,1Story,7,5,1997,1998,Gable,VinylSd,VinylSd,TA,TA,PConc,TA,1418.0,Ex,Y,0,1418,1.0,2,0,3,Gd,5,1,Attchd,RFn,558.0,TA,208,110,226.001
60,RL,69.22459016393442,13142,IR1,Lvl,Corner,PosN,1Fam,2Story,6,5,1997,1997,Gable,VinylSd,VinylSd,TA,TA,PConc,TA,864.0,Ex,Y,899,1771,1.0,2,1,3,Gd,6,0,Attchd,RFn,600.0,TA,0,96,215.7
60,RL,68.0,8998,IR1,Lvl,Inside,Norm,1Fam,2Story,7,5,2000,2000,Gable,VinylSd,VinylSd,Gd,TA,PConc,TA,782.0,Ex,Y,870,1652,0.0,2,1,3,Gd,6,0,Attchd,RFn,532.0,TA,0,70,207.5
60,RL,68.0,9179,IR1,Lvl,Inside,Norm,1Fam,2Story,7,5,1999,1999,Gable,VinylSd,VinylSd,Gd,TA,PConc,TA,873.0,Ex,Y,908,1790,1.0,2,1,3,Gd,7,0,Attchd,RFn,588.0,TA,0,88,193.0
60,RL,57.0,8924,IR1,Lvl,CulDSac,Norm,1Fam,2Story,7,5,1998,1999,Gable,VinylSd,VinylSd,TA,TA,PConc,TA,880.0,Ex,Y,844,1724,0.0,2,1,3,Gd,8,0,Attchd,Fin,527.0,TA,120,155,188.0
20,RL,93.0,9382,IR1,Lvl,CulDSac,Norm,1Fam,1Story,7,5,1999,2000,Gable,VinylSd,VinylSd,Gd,TA,PConc,TA,1468.0,Ex,Y,0,1479,0.0,2,0,3,Gd,6,0,Attchd,RFn,577.0,TA,120,25,191.0
20,RL,88.0,12803,IR1,Lvl,Inside,Norm,1Fam,1Story,7,5,2002,2002,Gable,VinylSd,VinylSd,Gd,TA,PConc,TA,1494.0,Ex,Y,0,1494,1.0,2,0,3,Gd,6,1,Attchd,RFn,530.0,TA,192,36,221.0
60,RL,80.0,12435,Reg,Lvl,Inside,Norm,1Fam,2Story,7,5,2001,2001,Gable,VinylSd,VinylSd,Gd,TA,PConc,TA,963.0,Ex,Y,829,1792,0.0,2,1,3,Gd,7,1,Attchd,RFn,564.0,TA,0,96,231.5
60,RL,75.0,12192,IR1,Lvl,Inside,Norm,1Fam,2Story,7,5,2000,2001,Gable,VinylSd,VinylSd,Gd,TA,PConc,TA,928.0,Ex,Y,895,1823,1.0,2,1,3,Gd,6,0,Attchd,RFn,626.0,TA,192,36,235.0
60,RL,68.0,11250,IR1,Lvl,Inside,Norm,1Fam,2Story,7,5,2001,2002,Gable,VinylSd,VinylSd,Gd,TA,PConc,TA,920.0,Ex,Y,866,1786,1.0,2,1,3,Gd,6,1,Attchd,RFn,608.0,TA,0,42,223.5
20,RL,69.22459016393442,9200,IR1,Lvl,CulDSac,Norm,1Fam,1Story,5,6,1975,1980,Hip,VinylSd,VinylSd,TA,TA,CBlock,TA,938.0,TA,Y,0,938,1.0,1,0,3,TA,5,0,Detchd,Unf,308.0,TA,145,0,130.25
80,RL,65.0,8385,Reg,Lvl,Inside,Norm,1Fam,SLvl,5,8,1977,1977,Gable,HdBoard,HdBoard,Gd,TA,CBlock,Gd,985.0,TA,Y,0,985,0.0,2,0,3,TA,6,0,Attchd,Unf,328.0,TA,210,0,149.9
20,RL,69.22459016393442,9216,IR1,Lvl,Inside,Norm,1Fam,1Story,5,6,1975,1975,Gable,HdBoard,HdBoard,TA,TA,CBlock,TA,1076.0,TA,Y,0,1076,0.0,1,1,3,TA,5,1,Detchd,Unf,576.0,TA,0,0,143.195
20,RL,88.0,7990,IR1,Lvl,Inside,Norm,1Fam,1Story,5,6,1975,1975,Hip,HdBoard,HdBoard,TA,TA,CBlock,TA,924.0,TA,Y,0,924,0.0,1,0,3,TA,5,0,Detchd,Unf,280.0,TA,0,0,110.0
20,RL,60.0,7180,IR1,Lvl,Inside,Norm,1Fam,1Story,5,7,1972,1972,Hip,HdBoard,HdBoard,TA,TA,CBlock,TA,864.0,TA,Y,0,864,0.0,1,0,3,TA,5,0,Detchd,Unf,352.0,TA,0,0,127.0
20,RL,60.0,7200,Reg,Bnk,Inside,Norm,1Fam,1Story,5,7,1972,1972,Gable,HdBoard,HdBoard,TA,TA,CBlock,TA,780.0,Ex,Y,0,780,0.0,1,0,2,TA,4,0,Detchd,Unf,352.0,TA,196,0,124.9
20,RL,75.0,9742,Reg,Lvl,Inside,Norm,1Fam,1Story,8,5,2002,2002,Hip,VinylSd,VinylSd,Gd,TA,PConc,TA,1777.0,Ex,Y,0,1795,0.0,2,0,3,Gd,7,1,Attchd,RFn,534.0,TA,171,159,230.0
60,RL,75.0,9473,Reg,Lvl,Inside,Norm,1Fam,2Story,8,5,2002,2002,Gable,VinylSd,VinylSd,Gd,TA,PConc,TA,1128.0,Ex,Y,903,2031,1.0,2,1,3,Gd,7,1,Attchd,RFn,577.0,TA,0,211,237.0
60,RL,69.22459016393442,10316,IR1,Lvl,Inside,Norm,1Fam,2Story,7,5,2000,2000,Gable,VinylSd,VinylSd,Gd,TA,PConc,TA,992.0,Ex,Y,873,1865,1.0,2,1,3,Gd,7,1,Attchd,RFn,839.0,TA,0,184,235.0
60,RL,69.22459016393442,10400,Reg,Lvl,Inside,Norm,1Fam,2Story,7,5,2001,2001,Gable,VinylSd,VinylSd,Gd,TA,PConc,TA,1257.0,Ex,Y,871,2161,0.0,2,1,3,Gd,8,1,Attchd,RFn,570.0,TA,0,84,230.5
60,RL,73.0,9066,IR1,Lvl,Inside,Norm,1Fam,2Story,8,5,1999,2000,Gable,VinylSd,VinylSd,Gd,TA,PConc,TA,1004.0,Ex,Y,848,1852,0.0,2,1,3,Gd,7,2,Attchd,Fin,660.0,TA,224,106,230.0
60,RL,75.0,11404,IR1,Lvl,Inside,Norm,1Fam,2Story,7,5,1998,1999,Gable,VinylSd,VinylSd,Gd,TA,PConc,TA,1153.0,Ex,Y,878,2031,0.0,2,1,3,Gd,8,1,Attchd,Fin,541.0,TA,192,84,222.5
60,RL,69.22459016393442,9720,IR1,Lvl,CulDSac,Norm,1Fam,2Story,9,5,2001,2002,Gable,VinylSd,VinylSd,Gd,TA,PConc,TA,1357.0,Ex,Y,581,1947,1.0,2,1,3,Gd,7,1,BuiltIn,Fin,725.0,TA,168,116,274.0
20,RL,69.22459016393442,14860,IR2,Lvl,CulDSac,Norm,1Fam,1Story,8,5,2002,2003,Hip,VinylSd,VinylSd,Gd,TA,PConc,TA,1778.0,Ex,Y,0,1786,1.0,2,0,3,Gd,6,1,Attchd,RFn,715.0,TA,182,35,300.0
60,RL,69.22459016393442,11250,Reg,Lvl,Corner,Norm,1Fam,2Story,8,5,2002,2002,Gable,CemntBd,CmentBd,Gd,TA,PConc,TA,1128.0,Ex,Y,1141,2290,0.0,2,1,4,Gd,9,1,Attchd,Unf,779.0,TA,0,0,255.9
60,RL,65.0,8158,Reg,Lvl,Inside,Norm,1Fam,2Story,7,5,2003,2003,Gable,VinylSd,VinylSd,Gd,TA,PConc,TA,884.0,Ex,Y,884,1768,1.0,2,1,3,Gd,8,0,Attchd,RFn,543.0,TA,0,63,224.9
60,RL,41.0,10905,IR2,Lvl,CulDSac,Norm,1Fam,2Story,7,5,2003,2003,Gable,VinylSd,VinylSd,Gd,TA,PConc,TA,1129.0,Ex,Y,1198,2327,0.0,2,1,4,Gd,9,1,BuiltIn,RFn,596.0,TA,0,57,240.0
60,RL,72.0,7226,IR1,Lvl,CulDSac,Norm,1Fam,2Story,7,5,2003,2003,Gable,VinylSd,VinylSd,Gd,TA,PConc,TA,798.0,Ex,Y,842,1640,0.0,2,1,3,Gd,6,0,Attchd,RFn,595.0,TA,0,45,183.0
60,RL,96.0,11690,IR1,Lvl,Inside,Norm,1Fam,2Story,8,5,1999,2000,Gable,VinylSd,VinylSd,Gd,TA,PConc,TA,850.0,Ex,Y,878,1764,0.0,2,1,3,Gd,7,1,Attchd,Unf,560.0,TA,120,29,207.0
60,RL,70.0,8750,Reg,Lvl,Inside,Norm,1Fam,2Story,7,5,1994,1995,Gable,VinylSd,VinylSd,Gd,Gd,PConc,TA,915.0,Ex,Y,975,1908,1.0,2,1,4,Gd,8,1,Attchd,Unf,493.0,TA,144,133,210.0
120,RM,37.0,4435,Reg,Lvl,Inside,Norm,TwnhsE,1Story,6,5,2003,2003,Gable,VinylSd,VinylSd,Gd,TA,PConc,TA,848.0,Ex,Y,0,848,1.0,1,0,1,Gd,3,0,Attchd,Fin,420.0,TA,140,0,136.5
120,RM,69.22459016393442,4426,Reg,Lvl,Inside,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,VinylSd,VinylSd,Gd,TA,PConc,TA,848.0,Ex,Y,0,848,1.0,1,0,1,Gd,3,0,Attchd,RFn,420.0,TA,140,0,145.0
20,RL,75.0,13125,Reg,Lvl,Inside,Norm,1Fam,1Story,6,5,1997,1998,Gable,VinylSd,VinylSd,TA,TA,PConc,TA,1478.0,Ex,Y,0,1493,1.0,2,0,3,Gd,7,1,Attchd,Fin,508.0,TA,140,39,208.9
20,RL,70.0,9135,Reg,Lvl,Inside,Norm,1Fam,1Story,7,5,2002,2003,Gable,VinylSd,VinylSd,Gd,TA,PConc,TA,1536.0,Ex,Y,0,1536,1.0,2,0,3,Gd,7,0,Attchd,RFn,532.0,TA,192,74,214.0
60,RL,65.0,8450,Reg,Lvl,Inside,Norm,1Fam,2Story,7,5,2003,2003,Gable,VinylSd,VinylSd,Gd,TA,PConc,TA,856.0,Ex,Y,854,1710,1.0,2,1,3,Gd,8,0,Attchd,RFn,548.0,TA,0,61,208.5
20,RL,75.0,9750,Reg,Lvl,Inside,Norm,1Fam,1Story,7,5,2004,2004,Gable,VinylSd,VinylSd,Gd,TA,PConc,TA,1445.0,Ex,Y,0,1445,0.0,2,0,3,Gd,6,0,Attchd,Unf,470.0,TA,0,35,186.5
20,RL,65.0,8450,Reg,Lvl,Inside,Norm,1Fam,1Story,7,5,2004,2004,Gable,VinylSd,VinylSd,Gd,TA,PConc,TA,1436.0,Ex,Y,0,1436,1.0,2,0,3,Gd,8,0,Attchd,Unf,484.0,TA,139,98,210.0
60,RL,64.0,8320,Reg,Lvl,Inside,Norm,1Fam,2Story,7,5,2004,2004,Gable,VinylSd,VinylSd,Gd,TA,PConc,TA,770.0,Ex,Y,812,1582,0.0,2,1,3,Gd,6,0,Attchd,RFn,520.0,TA,0,45,185.9
20,RL,85.0,11049,Reg,Lvl,Corner,Norm,1Fam,1Story,8,5,2007,2007,Gable,VinylSd,VinylSd,Gd,TA,PConc,TA,1234.0,Ex,Y,0,1234,0.0,2,0,3,Gd,7,0,Attchd,RFn,484.0,TA,0,30,179.9
20,RL,85.0,11058,Reg,Lvl,Corner,Norm,1Fam,1Story,7,6,2007,2007,Gable,VinylSd,VinylSd,Gd,TA,PConc,TA,1564.0,Ex,Y,0,1564,0.0,2,0,3,Gd,6,0,Attchd,RFn,814.0,TA,0,24,218.836
20,RL,74.0,9627,Reg,Lvl,Inside,Norm,1Fam,1Story,7,5,2007,2007,Gable,VinylSd,VinylSd,Gd,TA,PConc,TA,1351.0,Ex,Y,0,1361,0.0,2,0,3,Gd,6,0,Attchd,RFn,610.0,TA,0,50,193.0
60,RL,63.0,8199,Reg,Lvl,Inside,Norm,1Fam,2Story,7,5,2005,2005,Gable,WdShing,Wd Shng,Gd,TA,PConc,TA,728.0,Ex,Y,728,1456,1.0,2,1,3,Gd,7,1,Attchd,Fin,410.0,TA,36,18,189.0
